Feature,Feature Systematic Name,Feature Type,Coordinates,Start,End,Strand,essential_or_not,Feature Systematic Name
HSP82,YPL240C,ORF,96496-98625,96496,98625,-,not essential,YPL240C
YAR1,YPL239W,ORF,99484-100086,99484,100086,+,not essential,YPL239W
YPL238C,YPL238C,ORF,100474-100863,100474,100863,-,not essential,YPL238C
SUI3,YPL237W,ORF,100496-101353,100496,101353,+,essential,YPL237W
ENV7,YPL236C,ORF,101608-102702,101608,102702,-,not essential,YPL236C
RVB2,YPL235W,ORF,103232-104647,103232,104647,+,essential,YPL235W
VMA11,YPL234C,ORF,104946-105440,104946,105440,-,not essential,YPL234C
NSL1,YPL233W,ORF,106172-106822,106172,106822,+,essential,YPL233W
SSO1,YPL232W,ORF,107275-108147,107275,108147,+,not essential,YPL232W
FAS2,YPL231W,ORF,108652-114315,108652,114315,+,essential,YPL231W
USV1,YPL230W,ORF,115312-116487,115312,116487,+,not essential,YPL230W
ARS1607,ARS1607,ARS,116566-116680,116566,116680,0,not essential,ARS1607
YPL229W,YPL229W,ORF,117067-117687,117067,117687,+,not essential,YPL229W
CET1,YPL228W,ORF,118382-120031,118382,120031,+,essential,YPL228W
ALG5,YPL227C,ORF,120163-121167,120163,121167,-,not essential,YPL227C
NEW1,YPL226W,ORF,121767-125357,121767,125357,+,not essential,YPL226W
YPL225W,YPL225W,ORF,126006-126446,126006,126446,+,not essential,YPL225W
MMT2,YPL224C,ORF,126634-128088,126634,128088,-,not essential,YPL224C
GRE1,YPL223C,ORF,128632-129138,128632,129138,-,not essential,YPL223C
FMP40,YPL222W,ORF,130162-132228,130162,132228,+,not essential,YPL222W
YPL222C-A,YPL222C-A,ORF,131870-132115,131870,132115,-,not essential,YPL222C-A
FLC1,YPL221W,ORF,133043-135424,133043,135424,+,not essential,YPL221W
RPL1A,YPL220W,ORF,135790-136443,135790,136443,+,not essential,YPL220W
PCL8,YPL219W,ORF,136750-138228,136750,138228,+,not essential,YPL219W
SAR1,YPL218W,ORF,138698-139409,138698,139409,+,essential,YPL218W
BMS1,YPL217C,ORF,139620-143171,139620,143171,-,essential,YPL217C
YPL216W,YPL216W,ORF,143821-147129,143821,147129,+,not essential,YPL216W
CBP3,YPL215W,ORF,147416-148423,147416,148423,+,not essential,YPL215W
THI6,YPL214C,ORF,148569-150191,148569,150191,-,not essential,YPL214C
LEA1,YPL213W,ORF,150614-151330,150614,151330,+,not essential,YPL213W
PUS1,YPL212C,ORF,151515-153149,151515,153149,-,not essential,YPL212C
NIP7,YPL211W,ORF,153495-154040,153495,154040,+,essential,YPL211W
SRP72,YPL210C,ORF,154290-156212,154290,156212,-,essential,YPL210C
IPL1,YPL209C,ORF,156490-157593,156490,157593,-,essential,YPL209C
RKM1,YPL208W,ORF,157842-159593,157842,159593,+,not essential,YPL208W
TYW1,YPL207W,ORF,159909-162341,159909,162341,+,essential,YPL207W
ARS1608,ARS1608,ARS,162341-162632,162341,162632,0,not essential,ARS1608
PGC1,YPL206C,ORF,162632-163597,162632,163597,-,not essential,YPL206C
YPL205C,YPL205C,ORF,163922-164266,163922,164266,-,not essential,YPL205C
HRR25,YPL204W,ORF,164276-165760,164276,165760,+,essential,YPL204W
TPK2,YPL203W,ORF,166256-167398,166256,167398,+,essential,YPL203W
AFT2,YPL202C,ORF,168088-169338,168088,169338,-,not essential,YPL202C
YIG1,YPL201C,ORF,169770-171155,169770,171155,-,not essential,YPL201C
CSM4,YPL200W,ORF,171484-171954,171484,171954,+,not essential,YPL200W
YPL199C,YPL199C,ORF,172033-172755,172033,172755,-,not essential,YPL199C
RPL7B,YPL198W,ORF,173152-174702,173152,174702,+,not essential,YPL198W
SNR59,YNCP0003W,snoRNA gene,173827-173904,173827,173904,+,not essential,YNCP0003W
YPL197C,YPL197C,ORF,174343-174756,174343,174756,-,not essential,YPL197C
OXR1,YPL196W,ORF,175043-175864,175043,175864,+,not essential,YPL196W
APL5,YPL195W,ORF,176223-179021,176223,179021,+,not essential,YPL195W
DDC1,YPL194W,ORF,179277-181115,179277,181115,+,not essential,YPL194W
RSA1,YPL193W,ORF,181403-182548,181403,182548,+,not essential,YPL193W
PRM3,YPL192C,ORF,182655-183056,182655,183056,-,not essential,YPL192C
MIY2,YPL191C,ORF,183597-184679,183597,184679,-,not essential,YPL191C
NAB3,YPL190C,ORF,185317-187725,185317,187725,-,essential,YPL190C
COA2,YPL189C-A,ORF,188307-188513,188307,188513,-,not essential,YPL189C-A
GUP2,YPL189W,ORF,189154-190983,189154,190983,+,not essential,YPL189W
POS5,YPL188W,ORF,191406-192650,191406,192650,+,not essential,YPL188W
MF(ALPHA)1,YPL187W,ORF,193648-194145,193648,194145,+,not essential,YPL187W
UIP4,YPL186C,ORF,194512-195426,194512,195426,-,not essential,YPL186C
YPL185W,YPL185W,ORF,195253-195648,195253,195648,+,not essential,YPL185W
MRN1,YPL184C,ORF,195950-197788,195950,197788,-,not essential,YPL184C
RTC6,YPL183W-A,ORF,199095-199376,199095,199376,+,not essential,YPL183W-A
RTT10,YPL183C,ORF,199495-202536,199495,202536,-,not essential,YPL183C
YPL182C,YPL182C,ORF,203306-203689,203306,203689,-,not essential,YPL182C
CTI6,YPL181W,ORF,203421-204941,203421,204941,+,not essential,YPL181W
TCO89,YPL180W,ORF,205248-207647,205248,207647,+,not essential,YPL180W
PPQ1,YPL179W,ORF,208157-209806,208157,209806,+,not essential,YPL179W
YNCP0004C,YNCP0004C,tRNA gene,210192-210263,210192,210263,-,not essential,YNCP0004C
YPLWdelta7,YPLWdelta7,long terminal repeat,210451-210771,210451,210771,+,not essential,YPLWdelta7
YPLWdelta8,YPLWdelta8,long terminal repeat,211577-211898,211577,211898,+,not essential,YPLWdelta8
CBC2,YPL178W,ORF,212158-212784,212158,212784,+,not essential,YPL178W
CUP9,YPL177C,ORF,213042-213962,213042,213962,-,not essential,YPL177C
TRE1,YPL176C,ORF,216012-218363,216012,218363,-,not essential,YPL176C
SPT14,YPL175W,ORF,218630-220088,218630,220088,+,essential,YPL175W
ARS1611,ARS1611,ARS,220088-220167,220088,220167,0,not essential,ARS1611
NIP100,YPL174C,ORF,220167-222773,220167,222773,-,not essential,YPL174C
MRPL40,YPL173W,ORF,223143-224036,223143,224036,+,not essential,YPL173W
COX10,YPL172C,ORF,224353-225741,224353,225741,-,not essential,YPL172C
OYE3,YPL171C,ORF,226169-227371,226169,227371,-,not essential,YPL171C
DAP1,YPL170W,ORF,228314-228772,228314,228772,+,not essential,YPL170W
MEX67,YPL169C,ORF,229039-230838,229039,230838,-,essential,YPL169C
MRX4,YPL168W,ORF,231217-232509,231217,232509,+,not essential,YPL168W
REV3,YPL167C,ORF,232593-237107,232593,237107,-,not essential,YPL167C
ATG29,YPL166W,ORF,237338-237979,237338,237979,+,not essential,YPL166W
SET6,YPL165C,ORF,237956-239077,237956,239077,-,not essential,YPL165C
MLH3,YPL164C,ORF,239350-241497,239350,241497,-,not essential,YPL164C
SVS1,YPL163C,ORF,241918-242700,241918,242700,-,not essential,YPL163C
YPL162C,YPL162C,ORF,243206-244027,243206,244027,-,not essential,YPL162C
BEM4,YPL161C,ORF,244319-246220,244319,246220,-,not essential,YPL161C
CDC60,YPL160W,ORF,246990-250262,246990,250262,+,essential,YPL160W
PET20,YPL159C,ORF,250907-251668,250907,251668,-,not essential,YPL159C
AIM44,YPL158C,ORF,252034-254310,252034,254310,-,not essential,YPL158C
TGS1,YPL157W,ORF,254814-255761,254814,255761,+,not essential,YPL157W
PRM4,YPL156C,ORF,255913-256767,255913,256767,-,not essential,YPL156C
KIP2,YPL155C,ORF,257216-259336,257216,259336,-,not essential,YPL155C
PEP4,YPL154C,ORF,259714-260931,259714,260931,-,not essential,YPL154C
ARS1612,ARS1612,ARS,260931-261727,260931,261727,0,not essential,ARS1612
RAD53,YPL153C,ORF,261727-264192,261727,264192,-,essential,YPL153C
YPL152W-A,YPL152W-A,ORF,264602-264700,264602,264700,+,not essential,YPL152W-A
RRD2,YPL152W,ORF,265028-266104,265028,266104,+,not essential,YPL152W
PRP46,YPL151C,ORF,266180-267535,266180,267535,-,essential,YPL151C
YPL150W,YPL150W,ORF,268188-270893,268188,270893,+,not essential,YPL150W
ATG5,YPL149W,ORF,271310-272194,271310,272194,+,not essential,YPL149W
PPT2,YPL148C,ORF,272294-272815,272294,272815,-,not essential,YPL148C
PXA1,YPL147W,ORF,273255-275867,273255,275867,+,not essential,YPL147W
NOP53,YPL146C,ORF,276162-277529,276162,277529,-,essential,YPL146C
KES1,YPL145C,ORF,278395-279699,278395,279699,-,not essential,YPL145C
POC4,YPL144W,ORF,280480-280926,280480,280926,+,not essential,YPL144W
SNR17B,YNCP0005C,snoRNA gene,281056-281517,281056,281517,-,not essential,YNCP0005C
RPL33A,YPL143W,ORF,282122-282970,282122,282970,+,essential,YPL143W
YPL142C,YPL142C,ORF,282686-283003,282686,283003,-,not essential,YPL142C
FRK1,YPL141C,ORF,283464-286061,283464,286061,-,not essential,YPL141C
MKK2,YPL140C,ORF,287514-289034,287514,289034,-,not essential,YPL140C
ARS1614,ARS1614,ARS,289485-289705,289485,289705,0,not essential,ARS1614
UME1,YPL139C,ORF,289669-291051,289669,291051,-,not essential,YPL139C
SPP1,YPL138C,ORF,291366-292427,291366,292427,-,not essential,YPL138C
GIP3,YPL137C,ORF,292817-296647,292817,296647,-,essential,YPL137C
YPL136W,YPL136W,ORF,296286-296654,296286,296654,+,not essential,YPL136W
ISU1,YPL135W,ORF,297553-298050,297553,298050,+,not essential,YPL135W
YPL135C-A,YPL135C-A,ORF,297678-297851,297678,297851,-,not essential,YPL135C-A
ODC1,YPL134C,ORF,298571-299503,298571,299503,-,not essential,YPL134C
RDS2,YPL133C,ORF,299888-301228,299888,301228,-,not essential,YPL133C
COX11,YPL132W,ORF,301716-302618,301716,302618,+,not essential,YPL132W
RPL5,YPL131W,ORF,303121-304014,303121,304014,+,essential,YPL131W
SPO19,YPL130W,ORF,304387-305058,304387,305058,+,not essential,YPL130W
TAF14,YPL129W,ORF,305298-306137,305298,306137,+,not essential,YPL129W
TBF1,YPL128C,ORF,306533-308221,306533,308221,-,essential,YPL128C
HHO1,YPL127C,ORF,308828-309604,308828,309604,-,not essential,YPL127C
NAN1,YPL126W,ORF,310210-312900,310210,312900,+,essential,YPL126W
KAP120,YPL125W,ORF,313388-316486,313388,316486,+,not essential,YPL125W
SPC29,YPL124W,ORF,316755-317516,316755,317516,+,essential,YPL124W
RNY1,YPL123C,ORF,317641-318945,317641,318945,-,not essential,YPL123C
TFB2,YPL122C,ORF,319226-320767,319226,320767,-,essential,YPL122C
MEI5,YPL121C,ORF,320962-321630,320962,321630,-,not essential,YPL121C
VPS30,YPL120W,ORF,322071-323744,322071,323744,+,not essential,YPL120W
YPL119C-A,YPL119C-A,ORF,324024-324287,324024,324287,-,not essential,YPL119C-A
DBP1,YPL119C,ORF,324411-326264,324411,326264,-,not essential,YPL119C
MRP51,YPL118W,ORF,326628-327662,326628,327662,+,not essential,YPL118W
IDI1,YPL117C,ORF,327864-328730,327864,328730,-,essential,YPL117C
HOS3,YPL116W,ORF,329606-331699,329606,331699,+,not essential,YPL116W
ARS1617,ARS1617,ARS,331699-332100,331699,332100,0,not essential,ARS1617
BEM3,YPL115C,ORF,332100-335486,332100,335486,-,not essential,YPL115C
YPL114W,YPL114W,ORF,335948-336367,335948,336367,+,not essential,YPL114W
YPL113C,YPL113C,ORF,335953-337143,335953,337143,-,not essential,YPL113C
PEX25,YPL112C,ORF,337436-338620,337436,338620,-,not essential,YPL112C
IMT2,YNCP0006C,tRNA gene,338848-338919,338848,338919,-,not essential,YNCP0006C
CAR1,YPL111W,ORF,339944-340945,339944,340945,+,not essential,YPL111W
GDE1,YPL110C,ORF,341068-344739,341068,344739,-,not essential,YPL110C
CQD1,YPL109C,ORF,345264-347389,345264,347389,-,not essential,YPL109C
YPL108W,YPL108W,ORF,348446-348952,348446,348952,+,not essential,YPL108W
DPC25,YPL107W,ORF,349119-349865,349119,349865,+,not essential,YPL107W
SSE1,YPL106C,ORF,350194-352275,350194,352275,-,not essential,YPL106C
SYH1,YPL105C,ORF,352863-355412,352863,355412,-,not essential,YPL105C
MSD1,YPL104W,ORF,355700-357676,355700,357676,+,not essential,YPL104W
FMP30,YPL103C,ORF,358000-359406,358000,359406,-,not essential,YPL103C
YPL102C,YPL102C,ORF,360003-360305,360003,360305,-,not essential,YPL102C
ELP4,YPL101W,ORF,360209-361579,360209,361579,+,not essential,YPL101W
ATG21,YPL100W,ORF,361872-363362,361872,363362,+,not essential,YPL100W
INA17,YPL099C,ORF,363520-364068,363520,364068,-,not essential,YPL099C
MGR2,YPL098C,ORF,364386-364727,364386,364727,-,not essential,YPL098C
MSY1,YPL097W,ORF,364952-366430,364952,366430,+,not essential,YPL097W
ERI1,YPL096C-A,ORF,366529-366735,366529,366735,-,not essential,YPL096C-A
PNG1,YPL096W,ORF,366927-368018,366927,368018,+,not essential,YPL096W
EEB1,YPL095C,ORF,368071-369441,368071,369441,-,not essential,YPL095C
SEC62,YPL094C,ORF,369839-370663,369839,370663,-,essential,YPL094C
NOG1,YPL093W,ORF,370978-372921,370978,372921,+,essential,YPL093W
SSU1,YPL092W,ORF,373793-375169,373793,375169,+,not essential,YPL092W
GLR1,YPL091W,ORF,375502-376953,375502,376953,+,not essential,YPL091W
RPS6A,YPL090C,ORF,377291-378395,377291,378395,-,not essential,YPL090C
RLM1,YPL089C,ORF,379120-381150,379120,381150,-,not essential,YPL089C
YPL088W,YPL088W,ORF,381965-382993,381965,382993,+,not essential,YPL088W
YDC1,YPL087W,ORF,383455-384408,383455,384408,+,not essential,YPL087W
ARS1618,ARS1618,ARS,384542-384789,384542,384789,0,not essential,ARS1618
ELP3,YPL086C,ORF,384773-386446,384773,386446,-,not essential,YPL086C
SEC16,YPL085W,ORF,387067-393654,387067,393654,+,essential,YPL085W
BRO1,YPL084W,ORF,394038-396572,394038,396572,+,not essential,YPL084W
SEN54,YPL083C,ORF,396702-398105,396702,398105,-,essential,YPL083C
MOT1,YPL082C,ORF,398480-404083,398480,404083,-,essential,YPL082C
RPS9A,YPL081W,ORF,404950-406044,404950,406044,+,not essential,YPL081W
YPL080C,YPL080C,ORF,406172-406498,406172,406498,-,not essential,YPL080C
RPL21B,YPL079W,ORF,406636-407539,406636,407539,+,not essential,YPL079W
ATP4,YPL078C,ORF,408010-408744,408010,408744,-,not essential,YPL078C
YPL077C,YPL077C,ORF,409368-410090,409368,410090,-,not essential,YPL077C
GPI2,YPL076W,ORF,410443-411285,410443,411285,+,essential,YPL076W
GCR1,YPL075W,ORF,412254-415362,412254,415362,+,essential,YPL075W
YTA6,YPL074W,ORF,415763-418027,415763,418027,+,not essential,YPL074W
ARS1619,ARS1619,ARS,418138-418364,418138,418364,0,not essential,ARS1619
YPL073C,YPL073C,ORF,418499-418984,418499,418984,-,not essential,YPL073C
UBP16,YPL072W,ORF,418512-420011,418512,420011,+,not essential,YPL072W
YPL071C,YPL071C,ORF,420048-420518,420048,420518,-,not essential,YPL071C
MUK1,YPL070W,ORF,420948-422786,420948,422786,+,not essential,YPL070W
ARS1620,ARS1620,ARS,422786-422885,422786,422885,0,not essential,ARS1620
BTS1,YPL069C,ORF,422885-423892,422885,423892,-,not essential,YPL069C
YPL068C,YPL068C,ORF,424215-425096,424215,425096,-,not essential,YPL068C
HTC1,YPL067C,ORF,425251-425847,425251,425847,-,not essential,YPL067C
RGL1,YPL066W,ORF,426233-427672,426233,427672,+,not essential,YPL066W
VPS28,YPL065W,ORF,427927-428655,427927,428655,+,not essential,YPL065W
CWC27,YPL064C,ORF,428711-429616,428711,429616,-,not essential,YPL064C
TIM50,YPL063W,ORF,429939-431369,429939,431369,+,essential,YPL063W
YPL062W,YPL062W,ORF,431895-432299,431895,432299,+,not essential,YPL062W
ALD6,YPL061W,ORF,432588-434090,432588,434090,+,not essential,YPL061W
MFM1,YPL060W,ORF,434523-435764,434523,435764,+,not essential,YPL060W
YNCP0007C,YNCP0007C,tRNA gene,435893-435964,435893,435964,-,not essential,YNCP0007C
YPLWdelta9,YPLWdelta9,long terminal repeat,436068-436249,436068,436249,+,not essential,YPLWdelta9
YPLCdelta10,YPLCdelta10,long terminal repeat,436250-436587,436250,436587,-,not essential,YPLCdelta10
YPLWdelta11,YPLWdelta11,long terminal repeat,436594-436731,436594,436731,+,not essential,YPLWdelta11
YPLCtau1,YPLCtau1,long terminal repeat,436890-437260,436890,437260,-,not essential,YPLCtau1
YPLCTy4-1,YPLCTy4-1,LTR retrotransposon,436890-443112,436890,443112,-,not essential,YPLCTy4-1
YPL060C-A,YPL060C-A,transposable element gene,437333-442742,437333,442742,-,not essential,YPL060C-A
YPLCtau2,YPLCtau2,long terminal repeat,442742-443112,442742,443112,-,not essential,YPLCtau2
GRX5,YPL059W,ORF,444579-445031,444579,445031,+,not essential,YPL059W
PDR12,YPL058C,ORF,445842-450377,445842,450377,-,not essential,YPL058C
SUR1,YPL057C,ORF,451909-453057,451909,453057,-,not essential,YPL057C
LCL1,YPL056C,ORF,453430-453735,453430,453735,-,not essential,YPL056C
LGE1,YPL055C,ORF,453992-454990,453992,454990,-,not essential,YPL055C
LEE1,YPL054W,ORF,455759-456664,455759,456664,+,not essential,YPL054W
ARS1633,ARS1633,ARS,456563-456810,456563,456810,0,not essential,ARS1633
KTR6,YPL053C,ORF,457118-458458,457118,458458,-,not essential,YPL053C
OAZ1,YPL052W,ORF,458799-459678,458799,459678,+,not essential,YPL052W
ARL3,YPL051W,ORF,459963-460559,459963,460559,+,not essential,YPL051W
MNN9,YPL050C,ORF,460779-461966,460779,461966,-,not essential,YPL050C
DIG1,YPL049C,ORF,462481-463839,462481,463839,-,not essential,YPL049C
CAM1,YPL048W,ORF,464401-465648,464401,465648,+,not essential,YPL048W
SGF11,YPL047W,ORF,465962-466261,465962,466261,+,not essential,YPL047W
ELC1,YPL046C,ORF,466644-466943,466644,466943,-,not essential,YPL046C
VPS16,YPL045W,ORF,467260-469656,467260,469656,+,not essential,YPL045W
YPL044C,YPL044C,ORF,469926-470474,469926,470474,-,not essential,YPL044C
NOP4,YPL043W,ORF,469939-471996,469939,471996,+,essential,YPL043W
SSN3,YPL042C,ORF,473040-474707,473040,474707,-,not essential,YPL042C
MRX11,YPL041C,ORF,475118-475741,475118,475741,-,not essential,YPL041C
ISM1,YPL040C,ORF,475993-479001,475993,479001,-,not essential,YPL040C
YPL039W,YPL039W,ORF,479225-480175,479225,480175,+,not essential,YPL039W
YPL038W-A,YPL038W-A,ORF,480182-480373,480182,480373,+,not essential,YPL038W-A
MET31,YPL038W,ORF,480535-481068,480535,481068,+,not essential,YPL038W
EGD1,YPL037C,ORF,481428-481901,481428,481901,-,not essential,YPL037C
PMA2,YPL036W,ORF,482843-485686,482843,485686,+,not essential,YPL036W
YPL035C,YPL035C,ORF,486564-486911,486564,486911,-,not essential,YPL035C
YPL034W,YPL034W,ORF,486712-487209,486712,487209,+,not essential,YPL034W
SRL4,YPL033C,ORF,487362-488207,487362,488207,-,not essential,YPL033C
SVL3,YPL032C,ORF,488887-491364,488887,491364,-,not essential,YPL032C
PHO85,YPL031C,ORF,492018-493037,492018,493037,-,not essential,YPL031C
TRM44,YPL030W,ORF,493543-495246,493543,495246,+,not essential,YPL030W
SUV3,YPL029W,ORF,495506-497719,495506,497719,+,not essential,YPL029W
ERG10,YPL028W,ORF,498096-499292,498096,499292,+,essential,YPL028W
SMA1,YPL027W,ORF,499665-500402,499665,500402,+,not essential,YPL027W
SKS1,YPL026C,ORF,500675-502183,500675,502183,-,not essential,YPL026C
YPL025C,YPL025C,ORF,502473-503030,502473,503030,-,not essential,YPL025C
RMI1,YPL024W,ORF,503517-504242,503517,504242,+,not essential,YPL024W
MET12,YPL023C,ORF,504339-506312,504339,506312,-,not essential,YPL023C
RAD1,YPL022W,ORF,506697-509999,506697,509999,+,not essential,YPL022W
ECM23,YPL021W,ORF,511101-511664,511101,511664,+,not essential,YPL021W
ARS1621,ARS1621,ARS,511636-511793,511636,511793,0,not essential,ARS1621
ULP1,YPL020C,ORF,512313-514178,512313,514178,-,essential,YPL020C
VTC3,YPL019C,ORF,514511-517018,514511,517018,-,not essential,YPL019C
CTF19,YPL018W,ORF,517651-518760,517651,518760,+,not essential,YPL018W
IRC15,YPL017C,ORF,518734-520233,518734,520233,-,not essential,YPL017C
SWI1,YPL016W,ORF,521014-524958,521014,524958,+,essential,YPL016W
HST2,YPL015C,ORF,525810-526883,525810,526883,-,not essential,YPL015C
CIP1,YPL014W,ORF,527547-528692,527547,528692,+,not essential,YPL014W
MRPS16,YPL013C,ORF,528985-529350,528985,529350,-,not essential,YPL013C
RRP12,YPL012W,ORF,529723-533409,529723,533409,+,essential,YPL012W
TAF3,YPL011C,ORF,533642-534703,533642,534703,-,essential,YPL011C
RET3,YPL010W,ORF,535018-535587,535018,535587,+,essential,YPL010W
RQC2,YPL009C,ORF,535820-538936,535820,538936,-,not essential,YPL009C
CHL1,YPL008W,ORF,539385-541970,539385,541970,+,not essential,YPL008W
TFC8,YPL007C,ORF,542082-543848,542082,543848,-,essential,YPL007C
NCR1,YPL006W,ORF,544631-548143,544631,548143,+,not essential,YPL006W
AEP3,YPL005W,ORF,548486-550306,548486,550306,+,not essential,YPL005W
LSP1,YPL004C,ORF,550632-551657,550632,551657,-,not essential,YPL004C
ULA1,YPL003W,ORF,552020-553408,552020,553408,+,not essential,YPL003W
SNF8,YPL002C,ORF,553627-554328,553627,554328,-,not essential,YPL002C
HAT1,YPL001W,ORF,554605-555729,554605,555729,+,not essential,YPL001W
CEN16,CEN16,centromere,555957-556073,555957,556073,+,not essential,CEN16
CIT3,YPR001W,ORF,556377-557837,556377,557837,+,not essential,YPR001W
PDH1,YPR002W,ORF,558385-559935,558385,559935,+,not essential,YPR002W
YNCP0008C,YNCP0008C,tRNA gene,560198-560289,560198,560289,-,not essential,YNCP0008C
YPRWdelta12,YPRWdelta12,long terminal repeat,560481-560812,560481,560812,+,not essential,YPRWdelta12
YPR002C-A,YPR002C-A,ORF,560569-560766,560569,560766,-,not essential,YPR002C-A
YPR003C,YPR003C,ORF,561504-563768,561504,563768,-,not essential,YPR003C
ARS1622,ARS1622,ARS,563852-563967,563852,563967,0,not essential,ARS1622
AIM45,YPR004C,ORF,564007-565041,564007,565041,-,not essential,YPR004C
ARS1634,ARS1634,ARS,565052-565294,565052,565294,0,not essential,ARS1634
HAL1,YPR005C,ORF,565787-566671,565787,566671,-,not essential,YPR005C
ICL2,YPR006C,ORF,567269-568996,567269,568996,-,not essential,YPR006C
REC8,YPR007C,ORF,569336-571378,569336,571378,-,not essential,YPR007C
YPRCdelta13,YPRCdelta13,long terminal repeat,571845-572173,571845,572173,-,not essential,YPRCdelta13
YNCP0009W,YNCP0009W,tRNA gene,572269-572339,572269,572339,+,not essential,YNCP0009W
HAA1,YPR008W,ORF,573018-575102,573018,575102,+,not essential,YPR008W
SUT2,YPR009W,ORF,576552-577358,576552,577358,+,not essential,YPR009W
RPA135,YPR010C,ORF,577585-581196,577585,581196,-,essential,YPR010C
